,Make,Model,Year,Length,Width,Height,ActiveYN,Vehicle Type
13615,SUBARU,Impreza 2.0i,2018,180.5,68.5,57.7,Y,MD
13616,SUBARU,Impreza 2.0i Premium,2018,180.5,68.5,57.7,Y,MD
13617,SUBARU,Impreza 2.0i Limited,2018,180.5,68.5,57.7,Y,MD
13618,SUBARU,Impreza 2.0i,2018,174,68.5,58.1,Y,MD
13619,SUBARU,Impreza 2.0i Premium,2018,174,68.5,58.1,Y,MD
13620,SUBARU,Impreza 2.0i Sport Premium,2018,174,68.5,58.1,Y,MD
13621,SUBARU,Impreza 2.0i Limited,2018,174,68.5,58.1,Y,MD
13622,SUBARU,Impreza 2.0i Sport Limited,2018,174,68.5,58.1,Y,MD
13623,SUBARU,WRX,2018,180.9,70.7,58.1,Y,MD
13624,SUBARU,WRX Premium,2018,180.9,70.7,58.1,Y,MD
13625,SUBARU,WRX Limited,2018,180.9,70.7,58.1,Y,MD
13626,SUBARU,WRX Sti,2018,180.9,70.7,58.1,Y,MD
13627,SUBARU,WRX STi Launch,2018,180.3,68.5,58.1,Y,MD
13628,SUBARU,WRX STi Premium,2018,180.3,68.5,58.1,Y,MD
13630,SUBARU,Legacy 2.5i,2018,188.8,72.4,59,Y,MD
13631,SUBARU,Legacy 2.5i Premium,2018,188.8,72.4,59,Y,MD
13632,SUBARU,Legacy 2.5i Limited,2018,188.8,72.4,59,Y,MD
13633,SUBARU,Legacy 3.6R Limited,2018,188.8,72.4,59,Y,MD
13634,TOYOTA,Avalon XLE,2018,195.2,72.2,57.5,Y,MD
13635,TOYOTA,Avalon XLE Premium,2018,195.2,72.2,57.5,Y,MD
13636,TOYOTA,Avalon XLE Touring,2018,195.2,72.2,57.5,Y,MD
13637,TOYOTA,Avalon XLE Touring Sport,2018,195.2,72.2,57.5,Y,MD
13638,TOYOTA,Avalon Limited,2018,195.2,72.2,57.5,Y,MD
13639,TOYOTA,Avalon Hybrid XLE Premium,2018,195.2,72.2,57.5,Y,MD
13640,TOYOTA,Avalon Hybrid XLE Touring,2018,195.2,72.2,57.5,Y,MD
13641,TOYOTA,Avalon Hybrid XLE Limited,2018,195.2,72.2,57.5,Y,MD
13642,TOYOTA,Camry LE,2018,190.9,71.7,57.9,Y,MD
13643,TOYOTA,Camry SE,2018,190.9,71.7,57.9,Y,MD
13644,TOYOTA,Camry XSE,2018,190.9,71.7,57.9,Y,MD
13645,TOYOTA,Camry XSE V6,2018,190.9,71.7,57.9,Y,MD
13646,TOYOTA,Camry XLE,2018,190.9,71.7,57.9,Y,MD
13647,TOYOTA,Camry XLE V6,2018,190.9,71.7,57.9,Y,MD
13648,TOYOTA,Camry Hybrid LE,2018,190.9,71.7,57.9,Y,MD
13649,TOYOTA,Camry Hybrid SE,2018,190.9,71.7,57.9,Y,MD
13650,TOYOTA,Camry Hybrid XLE,2018,190.9,71.7,57.9,Y,MD
13651,TOYOTA,Corolla L,2018,182.6,69.9,57.3,Y,MD
13652,TOYOTA,Corolla LE,2018,182.6,69.9,57.3,Y,MD
13653,TOYOTA,Corolla LE Plus,2018,182.6,69.9,57.3,Y,MD
13654,TOYOTA,Corolla LE Premium,2018,182.6,69.9,57.3,Y,MD
13655,TOYOTA,Corolla LE Eco,2018,183.1,69.9,57.3,Y,MD
13656,TOYOTA,Corolla LE Eco Plus,2018,183.1,69.9,57.3,Y,MD
13657,TOYOTA,Corolla LE Eco Premium,2018,183.1,69.9,57.3,Y,MD
13658,TOYOTA,Corolla S,2018,182.6,69.9,57.3,Y,MD
13659,TOYOTA,Corolla S Plus,2018,182.6,69.9,57.3,Y,MD
13660,TOYOTA,Corolla S Premium,2018,182.6,69.9,57.3,Y,MD
13665,TOYOTA,Prius I,2018,176.4,68.7,58.7,Y,MD
13666,TOYOTA,Prius II,2018,176.4,68.7,58.7,Y,MD
13667,TOYOTA,Prius III,2018,176.4,68.7,58.7,Y,MD
13668,TOYOTA,Prius SE Persona,2018,176.4,68.7,58.7,Y,MD
13669,TOYOTA,Prius IV,2018,176.4,68.7,58.7,Y,MD
13670,TOYOTA,Prius V,2018,176.4,68.7,58.7,Y,MD
13671,TOYOTA,Prius v II,2018,182.3,69.9,62,Y,MD
13672,TOYOTA,Prius v III,2018,182.3,69.9,62,Y,MD
13673,TOYOTA,Prius v IV,2018,182.3,69.9,62,Y,MD
13674,TOYOTA,Prius v  V,2018,182.3,69.9,62,Y,MD
13675,TOYOTA,Prius Plug-in,2018,176.4,68.7,58.7,Y,MD
13676,TOYOTA,Prius Plug-in Advanced,2018,176.4,68.7,58.7,Y,MD
13689,VOLKSWAGEN,CC 2.0T Sport,2018,189.1,73,55.8,Y,MD
13690,VOLKSWAGEN,CC  2.0T R-Line,2018,189.1,73,55.8,Y,MD
13691,VOLKSWAGEN,CC  2.0T Executive,2018,189.1,73,55.8,Y,MD
13692,VOLKSWAGEN,CC VR6 4Motion Executive,2018,189.1,73,55.8,Y,MD
13693,VOLKSWAGEN,Eos Komfort,2018,174.1,70.5,56.9,Y,MD
13694,VOLKSWAGEN,Eos Final Edition,2018,174.1,70.5,56.9,Y,MD
13695,VOLKSWAGEN,Eos Executive,2018,174.1,70.5,56.9,Y,MD
13709,VOLKSWAGEN,Jetta,2018,183.3,70,57.2,Y,MD
13710,VOLKSWAGEN,Jetta S,2018,183.3,70,57.2,Y,MD
13711,VOLKSWAGEN,Jetta 1.8T SE,2018,183.3,70,57.2,Y,MD
13712,VOLKSWAGEN,Jetta 1.8T Sport,2018,183.3,70,57.2,Y,MD
13713,VOLKSWAGEN,Jetta 1.8T SEL,2018,183.3,70,57.2,Y,MD
13714,VOLKSWAGEN,Jetta TDI S,2018,183.3,70,57.2,Y,MD
13715,VOLKSWAGEN,Jetta TDI SE,2018,183.3,70,57.2,Y,MD
13716,VOLKSWAGEN,Jetta TDI SEL,2018,183.3,70,57.2,Y,MD
13717,VOLKSWAGEN,Jetta GLI,2018,182.2,70,56.6,Y,MD
13718,VOLKSWAGEN,Jetta GLI SE,2018,182.2,70,56.6,Y,MD
13719,VOLKSWAGEN,Jetta Sportwagen S,2018,179.6,70.8,58.3,Y,MD
13720,VOLKSWAGEN,Jetta Sportwagen SE,2018,179.6,70.8,58.3,Y,MD
13721,VOLKSWAGEN,Jetta Sportwagen SEL,2018,179.6,70.8,58.3,Y,MD
13722,VOLKSWAGEN,Jetta Sportwagen TDI S,2018,179.6,70.8,58.3,Y,MD
13723,VOLKSWAGEN,Jetta Sportwagen TDI SE,2018,179.6,70.8,58.3,Y,MD
13724,VOLKSWAGEN,Jetta Sportwagen TDI SEL,2018,179.6,70.8,58.3,Y,MD
13725,VOLKSWAGEN,Jetta Hybrid SEL Premium,2018,182.8,70,57.2,Y,MD
13726,VOLKSWAGEN,Passat 1.8T S,2018,191.6,72.2,58.5,Y,MD
13727,VOLKSWAGEN,Passat 1.8T Wolfsburg,2018,191.6,72.2,58.5,Y,MD
13728,VOLKSWAGEN,Passat 1.8T SE,2018,191.6,72.2,58.5,Y,MD
13729,VOLKSWAGEN,Passat 1.8T Sport,2018,191.6,72.2,58.5,Y,MD
13730,VOLKSWAGEN,Passat 1.8 SEL Premium,2018,191.6,72.2,58.5,Y,MD
13731,VOLKSWAGEN,Passat TDI SE,2018,191.6,72.2,58.5,Y,MD
13732,VOLKSWAGEN,Passat TDI SEL Premium,2018,191.6,72.2,58.5,Y,MD
13733,VOLKSWAGEN,Passat 3.6 SEL Premium,2018,191.6,72.2,58.5,Y,MD
13734,VOLVO,S60 T5 E-Drive,2018,182.5,73.4,58.4,Y,MD
13735,VOLVO,S60 T5 E-Drive Premier,2018,182.5,73.4,58.4,Y,MD
13736,VOLVO,S60 T5 E-Drive Premier Plus,2018,182.5,73.4,58.4,Y,MD
13737,VOLVO,S60 T5 E-Drive Platinum,2018,182.5,73.4,58.4,Y,MD
13738,VOLVO,S60 T6 E-Drive,2018,182.5,73.4,58.4,Y,MD
13739,VOLVO,S60 T6 E-Drive Premier Plus,2018,182.5,73.4,58.4,Y,MD
13740,VOLVO,S60 T6 E-Drive Platinum,2018,182.5,73.4,58.4,Y,MD
13741,VOLVO,S60 T5 AWD,2018,182.5,73.4,58.4,Y,MD
13742,VOLVO,S60 T5 AWD Premier,2018,182.5,73.4,58.4,Y,MD
13743,VOLVO,S60 T5 AWD Premier Plus,2018,182.5,73.4,58.4,Y,MD
13744,VOLVO,S60 T5 AWD Platinum,2018,182.5,73.4,58.4,Y,MD
13745,VOLVO,S60 T6 AWD R-Design,2018,182.5,73.4,58.4,Y,MD
13746,VOLVO,S60 T6 AWD R-Design Platinum,2018,182.5,73.4,58.4,Y,MD
13747,VOLVO,V60 T5 E-Drive,2018,182.5,73.4,58.4,Y,MD
13748,VOLVO,V60 T5 E-Drive Premier,2018,182.5,73.4,58.4,Y,MD
13749,VOLVO,V60 T5 E-Drive Premier Plus,2018,182.5,73.4,58.4,Y,MD
13750,VOLVO,V60 T5 E-Drive Platinum,2018,182.5,73.4,58.4,Y,MD
13751,VOLVO,V60 T5 AWD,2018,182.5,73.4,58.4,Y,MD
13752,VOLVO,V60 T5 AWD Premier,2018,182.5,73.4,58.4,Y,MD
13753,VOLVO,V60 T5 AWD Premier Plus,2018,182.5,73.4,58.4,Y,MD
13754,VOLVO,V60 T5 AWD Platinum,2018,182.5,73.4,58.4,Y,MD
13755,VOLVO,V60 T6 AWD R-Design,2018,182.5,73.4,58.4,Y,MD
13756,VOLVO,V60 T6 AWD R-Design Platinum,2018,182.5,73.4,58.4,Y,MD
13757,VOLVO,S80 T5 E-Drive,2018,191.1,73.3,58.8,Y,MD
13758,VOLVO,S80 T5 E-Drive Premier Plus,2018,191.1,73.3,58.8,Y,MD
13759,VOLVO,S80 T5 E-Drive Platinum,2018,191.1,73.3,58.8,Y,MD
13760,VOLVO,S80 T6 AWD,2018,191.1,73.3,58.8,Y,MD
13761,VOLVO,S80 T6 AWD Premier Plus,2018,191.1,73.3,58.8,Y,MD
13762,VOLVO,S80 T6 AWD Platinum,2018,191.1,73.3,58.8,Y,MD
13800,ACURA,MDX,2018,193.6,77.2,66.7,Y,MD
13801,ACURA,MDX,2018,193.6,77.2,66.7,Y,MD
13802,ACURA,RDX,2018,183.5,73.7,66.1,Y,MD
13803,ACURA,RDX AWD,2018,183.5,73.7,66.1,Y,MD
13804,AUDI,Allroad 2.0T,2018,185.9,72.5,58,Y,MD
13805,AUDI,Q5 2.0,2018,182.6,74.7,65.2,Y,MD
13806,AUDI,Q5 3.0 Quattro,2018,182.6,74.7,65.2,Y,MD
13807,AUDI,Q5 TDI,2018,182.6,74.7,65.2,Y,MD
13808,AUDI,Q5 Hybrid,2018,182.6,74.7,65,Y,MD
13809,AUDI,Q7 3.0T,2018,200.3,78.1,68.4,Y,MD
13810,AUDI,SQ5 2.0T Quattro Premium,2018,183,75.2,65.3,Y,MD
13811,BMW,X1 28i,2018,176.5,70.8,60.8,Y,MD
13812,BMW,X3 28i,2018,183.8,74.1,66.1,Y,MD
13813,BMW,X5 35i,2018,193.2,76.3,69.4,Y,MD
13814,BMW,X5 50i,2018,193.2,76.3,69.4,Y,MD
13815,BMW,X6 35i,2018,193.8,78.3,67,Y,MD
13816,BUICK,Enclave,2018,201.9,79,70.3,Y,MD
13818,CADILLAC,Escalade,2018,203.9,80.5,74.4,Y,MD
13819,CADILLAC,SRX,2018,190.3,75.2,65.7,Y,MD
13820,CHEVROLET,Captiva Sport,2018,180.1,72.8,67,Y,MD
13821,CHEVROLET,City Express,2018,186.3,68.1,73.7,Y,MD
13824,CHEVROLET,Equinox,2018,187.8,72.5,66.3,Y,MD
13829,CHEVROLET,Traverse,2018,203.7,78.5,69.9,Y,MD
13839,CHRYSLER,Town & Country,2018,202.8,78.7,66.9,Y,MD
13840,DODGE,Durango,2018,201.2,75.8,70.9,Y,MD
13841,DODGE,Grand Caravan,2018,202.8,78.7,68.9,Y,MD
13842,DODGE,Journey,2018,192.4,72.2,66.6,Y,MD
13843,FORD,Edge,2018,188.1,75.9,68.6,Y,MD
13848,FORD,PPV,2018,197.1,78.9,69.2,Y,MD
13860,GMC,Acadia,2018,200.8,78.9,70.4,Y,MD
13162,HYUNDAI,Tucson,2018,173.2,71.7,65.2,Y,SM
NULL,JEEP,Patriot,2018,173.8,69.2,65.5,Y,SM
13882,JEEP,Renegade,2018,166.6,71,66.5,Y,SM
13890,JEEP,Wrangler,2018,152.8,73.7,70.9,Y,SM
13891,JEEP,Wrangler Unlimited,2018,173.4,73.9,70.9,Y,SM
13892,LAND ROVER,Range Rover Evoque,2018,171.5,74.8,64.4,Y,SM
13893,MERCEDES-BENZ,GLA 250,2018,173.9,71,60,Y,SM
13899,MERCEDES-BENZ,GLA45 AMG 4MATIC,2018,173.9,71,60,Y,SM
13922,MINI,Cooper Countryman,2018,161.7,70.4,61.5,Y,SM
13923,MINI,Cooper Paceman,2018,162,70.3,59.9,Y,SM
13934,MITSUBISHI,Outlander Sport ES,2018,169.1,69.7,64.2,Y,SM
13935,MITSUBISHI,Outlander Sport SE,2018,169.1,69.7,64.2,Y,SM
13940,MITSUBISHI,Outlander Sport ES AWD,2018,169.1,69.7,64.2,Y,SM
13941,NISSAN,Juke,2018,162.4,69.5,61.8,Y,SM
13942,ALFA ROMEO,Alfa 4C,2018,157.5,73.5,46.6,Y,SM
13946,ALFA ROMEO,Alfa 4C  Launch Edition,2018,157.5,73.5,46.6,Y,SM
12911,AUDI,TT 2.0 Coupe Quattro,2018,165.3,72.5,53.2,Y,SM
12912,AUDI,TT 2.0T Roadster Quattro,2018,165.3,72.5,53.5,Y,SM
12948,AUDI,TTS 2.0T Coupe Quattro,2018,165.3,72.5,53,Y,SM
12949,AUDI,TTS 2.0T Roadster Quattro,2018,165.3,72.5,53.1,Y,SM
12950,BMW,i3 RE,2018,157.8,69.9,62.1,Y,SM
12951,BMW,Z4 sDrive28i,2018,166.9,70.5,50.8,Y,SM
12964,BMW,Z4 sDrive35i,2018,166.9,70.5,50.8,Y,SM
13042,BMW,Z4 sDrive35is,2018,167.1,70.5,50.6,Y,SM
13043,CHEVROLET,Sonic LS,2018,173.1,68.3,59.7,Y,SM
13044,CHEVROLET,Sonic LT,2018,173.1,68.3,59.7,Y,SM
13155,CHEVROLET,Sonic LTZ,2018,173.1,68.3,59.7,Y,SM
13156,CHEVROLET,Sonic RS,2018,173.1,68.3,59.3,Y,SM
13157,CHEVROLET,Sonic LS,2018,159,68.3,59.7,Y,SM
13158,CHEVROLET,Sonic LT,2018,159,68.3,59.7,Y,SM
13159,CHEVROLET,Sonic LTZ,2018,159,68.3,59.7,Y,SM
13160,CHEVROLET,Spark LS,2018,144.7,62.9,61,Y,SM
13161,CHEVROLET,Spark LT,2018,144.7,62.9,61,Y,SM
13163,FIAT,Fiat 500 Pop,2018,139.6,64.1,59.8,Y,SM
13164,FIAT,Fiat 500 Sport,2018,139.6,64.1,59.8,Y,SM
13206,FIAT,Fiat 500 Lounge,2018,139.6,64.1,59.8,Y,SM
13207,FIAT,Fiat 500 Turbo,2018,144.4,64.1,59.8,Y,SM
13208,FIAT,Fiat 500c Pop,2018,139.6,64.1,59.8,Y,SM
13209,FIAT,Fiat 500c Lounge,2018,139.6,64.1,59.8,Y,SM
13210,FIAT,Fiat 500 Abarth,2018,144.4,64.1,58.7,Y,SM
13211,FIAT,Fiat 500 Abarth Cabrio,2018,144.4,64.1,59.2,Y,SM
13212,FIAT,Fiat 500L Pop,2018,167.3,69.8,65.7,Y,SM
13213,FIAT,Fiat 500L Easy,2018,167.3,69.8,65.7,Y,SM
13214,FIAT,Fiat 500L Trekking,2018,167.3,69.8,65.7,Y,SM
13215,FIAT,Fiat 500L Lounge,2018,167.3,69.8,65.7,Y,SM
13216,FORD,C-Max SE,2018,173.6,72,63.9,Y,SM
13217,FORD,C-Max SEL,2018,173.6,72,63.9,Y,SM
13218,FORD,C-Max Energi SEL,2018,173.6,72,63.8,Y,SM
13219,FORD,Fiesta S,2018,173.5,67.8,58,Y,SM
13220,FORD,Fiesta SE,2018,173.5,67.8,58,Y,SM
13221,FORD,Fiesta Titanium,2018,173.5,67.8,58,Y,SM
13222,FORD,Fiesta S,2018,159.7,67.8,58.1,Y,SM
13223,FORD,Fiesta SE,2018,159.7,67.8,58.1,Y,SM
13224,FORD,Fiesta Titanium,2018,159.7,67.8,58.1,Y,SM
13225,FORD,Fiesta ST,2018,160.1,67.8,57.2,Y,SM
13226,FORD,Focus SE,2018,171.6,71.8,57.7,Y,SM
13227,FORD,Focus Titanium,2018,171.6,71.8,57.7,Y,SM
13231,FORD,Focus ST,2018,171.7,71.8,58.4,Y,SM
13232,HONDA,CR-Z,2018,160.5,68.5,54.9,Y,SM
13233,HONDA,CR-Z,2018,160.5,68.5,54.9,Y,SM
13288,HONDA,CR-Z EX,2018,160.5,68.5,54.9,Y,SM
13289,HONDA,CR-Z EX,2018,160.5,68.5,54.9,Y,SM
13290,HONDA,Fit LX,2018,160,67,60,Y,SM
13291,HONDA,Fit EX,2018,160,67,60,Y,SM
13292,HONDA,Fit EX-L,2018,160,67,60,Y,SM
13293,HYUNDAI,Accent GLS,2018,172,66.9,57.1,Y,SM
13294,HYUNDAI,Accent GS,2018,162,66.9,57.1,Y,SM
13295,HYUNDAI,Accent Sport,2018,162,66.9,57.1,Y,SM
13296,HYUNDAI,Veloster,2018,166.1,70.5,55.1,Y,SM
13297,HYUNDAI,Veloster,2018,166.1,70.5,55.1,Y,SM
13318,HYUNDAI,Veloster RE:FLEX,2018,166.1,70.5,55.1,Y,SM
13319,HYUNDAI,Veloster Turbo,2018,167.3,71.1,55.1,Y,SM
13320,HYUNDAI,Veloster Turbo R-Spec,2018,167.3,71.1,55.1,Y,SM
13321,KIA,Forte5 EX,2018,171.3,70.1,56.3,Y,SM
13322,KIA,Forte5 SX,2018,171.3,70.1,57.1,Y,SM
13384,KIA,Rio LX,2018,171.9,67.7,57.3,Y,SM
13385,KIA,Rio EX,2018,171.9,67.7,57.3,Y,SM
13395,KIA,Rio SX,2018,171.9,67.7,57.3,Y,SM
13396,KIA,Rio5 LX,2018,159.3,67.7,57.3,Y,SM
13397,KIA,Rio5 EX,2018,159.3,67.7,57.3,Y,SM
13398,KIA,Rio5 SX,2018,159.3,67.7,57.3,Y,SM
13399,KIA,Soul,2018,163,70.9,63,Y,SM
13400,KIA,Soul+,2018,163,70.9,63,Y,SM
13401,KIA,Soul!,2018,163,70.9,63,Y,SM
13402,LEXUS,CT 200h,2018,171.2,69.5,57.3,Y,SM
13403,MAZDA,MX-5 Miata Sport,2018,157.3,67.7,49,Y,SM
13404,MAZDA,MX-5 Miata Club,2018,157.3,67.7,49,Y,SM
13447,MAZDA,MX-5 Miata Grand Touring,2018,157.3,67.7,49,Y,SM
13448,MAZDA,MX-5 Miata Club (PRHT),2018,157.3,67.7,49.4,Y,SM
13449,MAZDA,MX-5 Miata Grand Touring (PRHT),2018,157.3,67.7,49.4,Y,SM
13450,MAZDA,MX-5 Miata 25th Anniversary (PRHT),2018,157.3,67.7,49.4,Y,SM
13451,MERCEDES-BENZ,SLK250,2018,162.8,71.5,51.2,Y,SM
13452,MERCEDES-BENZ,SLK350,2018,162.8,71.5,51.2,Y,SM
13495,MERCEDES-BENZ,SLK55 AMG,2018,163.2,71.5,51.2,Y,SM
13496,MINI,Mini Cooper,2018,151.1,68,55.7,Y,SM
13497,MINI,Mini Cooper S,2018,151.9,68,55.7,Y,SM
13500,MINI,Mini Cooper,2018,157.4,68,56.1,Y,SM
13501,MINI,Mini Cooper S,2018,157.4,68,56.1,Y,SM
13502,MINI,Mini Cooper,2018,146.6,66.3,55.7,Y,SM
13503,MINI,Mini Cooper S,2018,146.8,66.3,55.7,Y,SM
13504,MINI,Mini Cooper Coupe,2018,147,66.3,54.5,Y,SM
13505,MINI,Mini Cooper S Coupe,2018,148,66.3,54.5,Y,SM
13506,MINI,Mini Cooper Roadster,2018,146.8,66.3,55.4,Y,SM
13507,MINI,Mini Cooper S Roadster,2018,147,66.3,55.4,Y,SM
13508,MINI,Mini Cooper Paceman,2018,162.2,70.3,59.8,Y,SM
13509,MINI,Mini Cooper Paceman S,2018,162.2,70.3,59.9,Y,SM
13510,MINI,Mini Cooper Paceman S ALL4,2018,162.2,70.3,59.9,Y,SM
13511,MINI,Mini John Cooper Works,2018,147,66.3,55.7,Y,SM
13512,MINI,Mini John Cooper Works Coupe,2018,148,66.3,54.5,Y,SM
13513,MINI,Mini John Cooper Works Roadster,2018,147,66.3,54.8,Y,SM
13514,MINI,Mini Paceman John Cooper Works,2018,162.8,70.3,60.1,Y,SM
13515,MITSUBISHI,Mirage DE,2018,148.8,65.6,59.4,Y,SM
13516,MITSUBISHI,Mirage ES,2018,148.8,65.6,59.4,Y,SM
13523,NISSAN,370Z,2018,167.5,72.6,51.8,Y,SM
13524,NISSAN,370Z Touring,2018,167.5,72.6,51.8,Y,SM
13525,NISSAN,370Z Sport,2018,167.5,72.6,51.8,Y,SM
13526,NISSAN,370Z Sport Tech,2018,167.5,72.6,51.8,Y,SM
13527,NISSAN,370Z NISMO,2018,170.5,73.6,51.8,Y,SM
13528,NISSAN,370Z NISMO Tech,2018,170.5,73.6,51.8,Y,SM
13529,NISSAN,370Z,2018,167.2,72.6,52.2,Y,SM
13530,NISSAN,370Z Touring,2018,167.2,72.6,52.2,Y,SM
13531,NISSAN,370Z Touring  Sport,2018,167.2,72.6,52.2,Y,SM
13532,NISSAN,Versa 1.6 S,2018,163,66.7,60.5,Y,SM
13533,NISSAN,Versa 1.6 S Plus,2018,163,66.7,60.5,Y,SM
13550,NISSAN,Versa 1.6 SV,2018,163,66.7,60.5,Y,SM
13551,NISSAN,Versa 1.6 SR,2018,163,66.7,60.5,Y,SM
13552,NISSAN,Versa 1.6 SL,2018,163,66.7,60.5,Y,SM
13553,PORSCHE,Boxster,2018,172.4,70.9,50.5,Y,SM
13554,PORSCHE,Boxster S,2018,172.4,70.9,50.4,Y,SM
13559,PORSCHE,Boxster GTS,2018,173.4,70.9,50.1,Y,SM
13560,PORSCHE,Cayman,2018,172.4,70.9,50.9,Y,SM
13561,PORSCHE,Cayman S,2018,172.4,70.9,51,Y,SM
13562,PORSCHE,Cayman GTS,2018,173.4,70.9,50.6,Y,SM
13563,SCION,FR-S,2018,166.7,69.9,50.6,Y,SM
13564,SCION,iQ,2018,120.1,66.1,59.1,Y,SM
13604,SCION,iQ 10,2018,120.1,66.1,59.1,Y,SM
13605,SCION,xB,2018,168.1,69.3,63.4,Y,SM
13606,SMART,Fortwo Pure,2018,106.1,61.4,60.7,Y,SM
13608,SMART,Fortwo Passion,2018,106.1,61.4,60.7,Y,SM
13609,SMART,Fortwo Passion Cabriolet,2018,106.1,61.4,60.7,Y,SM
13610,SUBARU,BRZ Premium,2018,166.7,69.9,50.6,Y,SM
13611,SUBARU,BRZ Limited,2018,166.7,69.9,50.6,Y,SM
13612,SUBARU,BRZ Blue,2018,166.7,69.9,50.6,Y,SM
13613,SUBARU,WRX Sti Limited,2018,173.8,70.7,58.1,Y,SM
13614,TOYOTA,Prius c I,2018,157.3,66.7,56.9,Y,SM
13629,TOYOTA,Prius c II,2018,157.3,66.7,56.9,Y,SM
13661,TOYOTA,Prius c III,2018,157.3,66.7,56.9,Y,SM
13662,TOYOTA,Prius c IV,2018,157.3,66.7,56.9,Y,SM
13663,Yaris,Yaris L,2018,155.5,66.7,59.4,Y,SM
13664,Yaris,Yaris LE,2018,155.5,66.7,59.4,Y,SM
13677,Yaris,Yaris L,2018,155.5,66.7,59.4,Y,SM
13678,Yaris,Yaris LE,2018,155.5,66.7,59.4,Y,SM
13679,Yaris,Yaris SE,2018,155.5,66.7,59.4,Y,SM
13680,VOLKSWAGEN,Beetle 1.8T Classic,2018,168.4,71.2,58.5,Y,SM
13681,VOLKSWAGEN,Beetle 1.8T,2018,168.4,71.2,58.5,Y,SM
13682,VOLKSWAGEN,Beetle 2.0T R-Line,2018,168.4,71.2,58.5,Y,SM
13683,VOLKSWAGEN,Beetle TDI,2018,168.4,71.2,58.5,Y,SM
13684,VOLKSWAGEN,Beetle 1.8T,2018,168.4,71.2,58,Y,SM
13685,VOLKSWAGEN,Beetle R-Line,2018,168.4,71.2,58,Y,SM
13686,VOLKSWAGEN,Beetle TDI,2018,168.4,71.2,58,Y,SM
13687,VOLKSWAGEN,Golf TSI Launch,2018,167.5,70.5,57.2,Y,SM
13688,VOLKSWAGEN,Golf TSI S,2018,167.5,70.5,57.2,Y,SM
13696,VOLKSWAGEN,Golf TSI S,2018,167.5,70.8,57.2,Y,SM
13697,VOLKSWAGEN,Golf TSI SE,2018,167.5,70.8,57.2,Y,SM
13698,VOLKSWAGEN,Golf TSI SEL,2018,167.5,70.8,57.2,Y,SM
13699,VOLKSWAGEN,Golf TDI S,2018,167.5,70.8,57.2,Y,SM
13700,VOLKSWAGEN,Golf TDI SE,2018,167.5,70.8,57.2,Y,SM
13701,VOLKSWAGEN,Golf TDI SEL,2018,167.5,70.8,57.2,Y,SM
13702,VOLKSWAGEN,GTI S,2018,168,70.5,56.8,Y,SM
13703,VOLKSWAGEN,GTI S,2018,168,70.8,56.8,Y,SM
13704,VOLKSWAGEN,GTI SE,2018,168,70.5,56.8,Y,SM
13705,VOLKSWAGEN,GTI SE,2018,168,70.8,56.8,Y,SM
13706,VOLKSWAGEN,GTI Autobahn Edition,2018,168,70.8,56.8,Y,SM
13707,BUICK,Encore,2018,168.5,69.9,65.2,Y,SM
13708,CHEVROLET,Trax,2018,168.5,69.9,65.9,Y,SM
13817,FORD,Transit Connect,2018,173.9,72.2,72.5,Y,SM
13830,,,,,,,,
13849,,,,,,,,
